Datetime,close,high,low
2026-01-14 19:50:00+00:00,161590,161640,161570
2026-01-14 19:55:00+00:00,161550,161600,161500
2026-01-15 13:05:00+00:00,162350,162500,162240
2026-01-15 13:10:00+00:00,162290,162490,162270
2026-01-15 13:15:00+00:00,162400,162500,162140
2026-01-15 13:20:00+00:00,162150,162380,162150
2026-01-15 13:25:00+00:00,162220,162310,162160
2026-01-15 13:30:00+00:00,162240,162240,161850
2026-01-15 13:35:00+00:00,162110,162300,162110
2026-01-15 13:40:00+00:00,162030,162290,161990
2026-01-15 13:45:00+00:00,161920,162150,161910
2026-01-15 13:50:00+00:00,162080,162120,161920
2026-01-15 13:55:00+00:00,162130,162210,162050
2026-01-15 14:00:00+00:00,162040,162160,161980
2026-01-15 14:05:00+00:00,162050,162110,161960
2026-01-15 14:10:00+00:00,161990,162090,161850
2026-01-15 14:15:00+00:00,161980,162010,161800
2026-01-15 14:20:00+00:00,161990,162040,161890
2026-01-15 14:25:00+00:00,162010,162060,161900
2026-01-15 14:30:00+00:00,161870,162060,161770
2026-01-15 14:35:00+00:00,161820,161970,161740
2026-01-15 14:40:00+00:00,161810,161860,161670
2026-01-15 14:45:00+00:00,161870,161970,161760
2026-01-15 14:50:00+00:00,161870,161970,161760
2026-01-15 14:55:00+00:00,161920,161930,161710
2026-01-15 15:00:00+00:00,162080,162150,161890
2026-01-15 15:05:00+00:00,162180,162210,162020
2026-01-15 15:10:00+00:00,162120,162180,162050
2026-01-15 15:15:00+00:00,162100,162170,162030
2026-01-15 15:20:00+00:00,162020,162160,162020
2026-01-15 15:25:00+00:00,162040,162080,161940
2026-01-15 15:30:00+00:00,162270,162340,162020
2026-01-15 15:35:00+00:00,162220,162330,162180
2026-01-15 15:40:00+00:00,162230,162350,162140
2026-01-15 15:45:00+00:00,162280,162320,162180
2026-01-15 15:50:00+00:00,162270,162350,162230
2026-01-15 15:55:00+00:00,162230,162300,162170
2026-01-15 16:00:00+00:00,162090,162270,162090
2026-01-15 16:05:00+00:00,162190,162240,162110
2026-01-15 16:10:00+00:00,162280,162280,162090
2026-01-15 16:15:00+00:00,162240,162360,162220
2026-01-15 16:20:00+00:00,162290,162340,162250
2026-01-15 16:25:00+00:00,162350,162410,162290
2026-01-15 16:30:00+00:00,162350,162390,162290
2026-01-15 16:35:00+00:00,162370,162380,162300
2026-01-15 16:40:00+00:00,162420,162420,162300
2026-01-15 16:45:00+00:00,162450,162500,162380
2026-01-15 16:50:00+00:00,162430,162470,162380
2026-01-15 16:55:00+00:00,162430,162450,162350
2026-01-15 17:00:00+00:00,162480,162530,162410
2026-01-15 17:05:00+00:00,162470,162510,162450
2026-01-15 17:10:00+00:00,162550,162580,162480
2026-01-15 17:15:00+00:00,162530,162570,162510
2026-01-15 17:20:00+00:00,162460,162530,162440
2026-01-15 17:25:00+00:00,162510,162540,162440
2026-01-15 17:30:00+00:00,162530,162530,162460
2026-01-15 17:35:00+00:00,162530,162580,162490
2026-01-15 17:40:00+00:00,162570,162600,162530
2026-01-15 17:45:00+00:00,162510,162630,162510
2026-01-15 17:50:00+00:00,162550,162570,162480
2026-01-15 17:55:00+00:00,162590,162630,162530
2026-01-15 18:00:00+00:00,162800,162890,162610
2026-01-15 18:05:00+00:00,162990,163000,162790
2026-01-15 18:10:00+00:00,162910,163000,162840
2026-01-15 18:15:00+00:00,162950,162950,162810
2026-01-15 18:20:00+00:00,162930,163000,162910
2026-01-15 18:25:00+00:00,162990,162990,162930
2026-01-15 18:30:00+00:00,162910,163000,162870
2026-01-15 18:35:00+00:00,162900,162950,162890
2026-01-15 18:40:00+00:00,162970,162980,162860
2026-01-15 18:45:00+00:00,162890,162980,162880
2026-01-15 18:50:00+00:00,162910,162950,162870
2026-01-15 18:55:00+00:00,162970,162980,162910
2026-01-15 19:00:00+00:00,162900,162970,162880
2026-01-15 19:05:00+00:00,162890,162950,162850
2026-01-15 19:10:00+00:00,162770,162890,162740
2026-01-15 19:15:00+00:00,162800,162820,162720
2026-01-15 19:20:00+00:00,162740,162840,162720
2026-01-15 19:25:00+00:00,162730,162810,162660
2026-01-15 19:30:00+00:00,162720,162760,162680
2026-01-15 19:35:00+00:00,162730,162740,162680
2026-01-15 19:40:00+00:00,162660,162770,162640
2026-01-15 19:45:00+00:00,162670,162690,162640
2026-01-15 19:50:00+00:00,162590,162690,162560
2026-01-15 19:55:00+00:00,162500,162620,162470
2026-01-16 13:05:00+00:00,162570,162660,162500
2026-01-16 13:10:00+00:00,162560,162570,162500
2026-01-16 13:15:00+00:00,162580,162600,162470
2026-01-16 13:20:00+00:00,162410,162580,162360
2026-01-16 13:25:00+00:00,162430,162500,162350
2026-01-16 13:30:00+00:00,162320,162470,162290
2026-01-16 13:35:00+00:00,162220,162340,162170
2026-01-16 13:40:00+00:00,162200,162300,162130
2026-01-16 13:45:00+00:00,162160,162200,162090
2026-01-16 13:50:00+00:00,162060,162200,162060
2026-01-16 13:55:00+00:00,161860,162100,161830
2026-01-16 14:00:00+00:00,161770,161900,161700
2026-01-16 14:05:00+00:00,161810,161850,161740
2026-01-16 14:10:00+00:00,161860,161940,161810
2026-01-16 14:15:00+00:00,161560,161890,161550
2026-01-16 14:20:00+00:00,161400,161600,161370
2026-01-16 14:25:00+00:00,161430,161480,161360
2026-01-16 14:30:00+00:00,161360,161450,161230
2026-01-16 14:35:00+00:00,161420,161580,161370
2026-01-16 14:40:00+00:00,161470,161560,161420
2026-01-16 14:45:00+00:00,161680,161710,161470
2026-01-16 14:50:00+00:00,161720,161770,161610
2026-01-16 14:55:00+00:00,161680,161800,161650
2026-01-16 15:00:00+00:00,161710,161720,161620
2026-01-16 15:05:00+00:00,161750,161790,161670
2026-01-16 15:10:00+00:00,161660,161790,161610
2026-01-16 15:15:00+00:00,161560,161710,161510
2026-01-16 15:20:00+00:00,161520,161650,161420
2026-01-16 15:25:00+00:00,161380,161550,161340
2026-01-16 15:30:00+00:00,161210,161400,161080
2026-01-16 15:35:00+00:00,161050,161260,161030
2026-01-16 15:40:00+00:00,161180,161180,161000
2026-01-16 15:45:00+00:00,161370,161370,161190
2026-01-16 15:50:00+00:00,161170,161370,161170
2026-01-16 15:55:00+00:00,161150,161240,161110
2026-01-16 16:00:00+00:00,161110,161220,161090
2026-01-16 16:05:00+00:00,161210,161210,161100
2026-01-16 16:10:00+00:00,161320,161390,161240
2026-01-16 16:15:00+00:00,161350,161380,161290
2026-01-16 16:20:00+00:00,161390,161430,161350
2026-01-16 16:25:00+00:00,161470,161490,161360
2026-01-16 16:30:00+00:00,161470,161530,161430
2026-01-16 16:35:00+00:00,161530,161590,161450
2026-01-16 16:40:00+00:00,161510,161610,161500
2026-01-16 16:45:00+00:00,161500,161550,161490
2026-01-16 16:50:00+00:00,161490,161500,161440
2026-01-16 16:55:00+00:00,161400,161490,161350
2026-01-16 17:00:00+00:00,161400,161490,161350
2026-01-16 17:05:00+00:00,161450,161480,161400
2026-01-16 17:10:00+00:00,161470,161480,161440
2026-01-16 17:15:00+00:00,161370,161480,161320
2026-01-16 17:20:00+00:00,161330,161390,161230
2026-01-16 17:25:00+00:00,161370,161400,161240
2026-01-16 17:30:00+00:00,161410,161440,161350
2026-01-16 17:35:00+00:00,161420,161480,161360
2026-01-16 17:40:00+00:00,161430,161450,161380
2026-01-16 17:45:00+00:00,161400,161430,161330
2026-01-16 17:50:00+00:00,161430,161480,161360
2026-01-16 17:55:00+00:00,161370,161440,161360
2026-01-16 18:00:00+00:00,161420,161460,161370
2026-01-16 18:05:00+00:00,161410,161430,161350
2026-01-16 18:10:00+00:00,161480,161500,161360
2026-01-16 18:15:00+00:00,161470,161480,161410
2026-01-16 18:20:00+00:00,161500,161550,161430
2026-01-16 18:25:00+00:00,161540,161560,161460
2026-01-16 18:30:00+00:00,161440,161570,161430
2026-01-16 18:35:00+00:00,161520,161590,161380
2026-01-16 18:40:00+00:00,161460,161560,161460
2026-01-16 18:45:00+00:00,161480,161510,161420
2026-01-16 18:50:00+00:00,161540,161570,161480
2026-01-16 18:55:00+00:00,161520,161550,161500
2026-01-16 19:00:00+00:00,161540,161550,161420
2026-01-16 19:05:00+00:00,161530,161560,161520
2026-01-16 19:10:00+00:00,161490,161540,161460
2026-01-16 19:15:00+00:00,161540,161550,161450
2026-01-16 19:20:00+00:00,161500,161560,161490
2026-01-16 19:25:00+00:00,161530,161530,161450
2026-01-16 19:30:00+00:00,161540,161540,161470
2026-01-16 19:35:00+00:00,161510,161540,161500
2026-01-16 19:40:00+00:00,161480,161530,161470
2026-01-16 19:45:00+00:00,161500,161510,161460
2026-01-16 19:50:00+00:00,161520,161560,161500
2026-01-16 19:55:00+00:00,161500,161550,161470
2026-01-19 13:05:00+00:00,161790,161850,161510
2026-01-19 13:10:00+00:00,161790,161950,161750
2026-01-19 13:15:00+00:00,161650,161860,161600
2026-01-19 13:20:00+00:00,161310,161660,161270
2026-01-19 13:25:00+00:00,161260,161340,161140
2026-01-19 13:30:00+00:00,161400,161430,161220
2026-01-19 13:35:00+00:00,161510,161660,161400
2026-01-19 13:40:00+00:00,161430,161570,161280
2026-01-19 13:45:00+00:00,161360,161460,161260
2026-01-19 13:50:00+00:00,161430,161500,161400
2026-01-19 13:55:00+00:00,161480,161530,161420
2026-01-19 14:00:00+00:00,161590,161610,161360
2026-01-19 14:05:00+00:00,161470,161660,161470
2026-01-19 14:10:00+00:00,161430,161520,161310
2026-01-19 14:15:00+00:00,161340,161440,161290
2026-01-19 14:20:00+00:00,161410,161430,161300
2026-01-19 14:25:00+00:00,161290,161410,161200
2026-01-19 14:30:00+00:00,161470,161510,161280
2026-01-19 14:35:00+00:00,161550,161550,161390
2026-01-19 14:40:00+00:00,161510,161590,161420
2026-01-19 14:45:00+00:00,161650,161660,161430
2026-01-19 14:50:00+00:00,161590,161680,161560
2026-01-19 14:55:00+00:00,161680,161700,161570
2026-01-19 15:00:00+00:00,161600,161750,161510
2026-01-19 15:05:00+00:00,161620,161620,161490
2026-01-19 15:10:00+00:00,161690,161690,161610
2026-01-19 15:15:00+00:00,161570,161700,161510
2026-01-19 15:20:00+00:00,161440,161560,161410
2026-01-19 15:25:00+00:00,161540,161540,161390
2026-01-19 15:30:00+00:00,161620,161630,161480
2026-01-19 15:35:00+00:00,161570,161640,161520
2026-01-19 15:40:00+00:00,161640,161650,161570
2026-01-19 15:45:00+00:00,161660,161710,161610
2026-01-19 15:50:00+00:00,161690,161720,161600
2026-01-19 15:55:00+00:00,161660,161690,161590
2026-01-19 16:00:00+00:00,161800,161830,161640
2026-01-19 16:05:00+00:00,161900,161900,161750
2026-01-19 16:10:00+00:00,162010,162080,161870
2026-01-19 16:15:00+00:00,161920,162020,161890
2026-01-19 16:20:00+00:00,161860,161980,161830
2026-01-19 16:25:00+00:00,161860,161860,161790
2026-01-19 16:30:00+00:00,161900,161920,161830
2026-01-19 16:35:00+00:00,161820,161920,161780
2026-01-19 16:40:00+00:00,161810,161850,161780
2026-01-19 16:45:00+00:00,161690,161830,161690
2026-01-19 16:50:00+00:00,161670,161740,161620
2026-01-19 16:55:00+00:00,161770,161780,161650
2026-01-19 17:00:00+00:00,161780,161820,161740
2026-01-19 17:05:00+00:00,161760,161830,161730
2026-01-19 17:10:00+00:00,161750,161770,161720
2026-01-19 17:15:00+00:00,161710,161780,161700
2026-01-19 17:20:00+00:00,161660,161740,161650
2026-01-19 17:25:00+00:00,161640,161690,161620
2026-01-19 17:30:00+00:00,161550,161660,161520
2026-01-19 17:35:00+00:00,161420,161540,161370
2026-01-19 17:40:00+00:00,161570,161580,161410
2026-01-19 17:45:00+00:00,161590,161610,161540
2026-01-19 17:50:00+00:00,161610,161620,161530
2026-01-19 17:55:00+00:00,161620,161640,161590
2026-01-19 18:00:00+00:00,161610,161670,161610
2026-01-19 18:05:00+00:00,161630,161660,161560
2026-01-19 18:10:00+00:00,161630,161650,161580
2026-01-19 18:15:00+00:00,161630,161630,161590
2026-01-19 18:20:00+00:00,161590,161620,161570
2026-01-19 18:25:00+00:00,161540,161600,161510
2026-01-19 18:30:00+00:00,161590,161590,161510
2026-01-19 18:35:00+00:00,161550,161590,161530
2026-01-19 18:40:00+00:00,161540,161570,161500
2026-01-19 18:45:00+00:00,161600,161600,161540
2026-01-19 18:50:00+00:00,161580,161620,161580
2026-01-19 18:55:00+00:00,161580,161590,161540
2026-01-19 19:00:00+00:00,161540,161600,161520
2026-01-19 19:05:00+00:00,161580,161590,161540
2026-01-19 19:10:00+00:00,161570,161580,161520
2026-01-19 19:15:00+00:00,161610,161620,161540
2026-01-19 19:20:00+00:00,161570,161620,161520
2026-01-19 19:25:00+00:00,161600,161600,161550
2026-01-19 19:30:00+00:00,161560,161600,161560
2026-01-19 19:35:00+00:00,161550,161590,161530
2026-01-19 19:40:00+00:00,161550,161580,161540
2026-01-19 19:45:00+00:00,161540,161560,161530
2026-01-19 19:50:00+00:00,161440,161560,161440
2026-01-19 19:55:00+00:00,161460,161470,161410
2026-01-20 13:05:00+00:00,160970,161020,160750
2026-01-20 13:10:00+00:00,160880,160960,160810
2026-01-20 13:15:00+00:00,161140,161180,160710
2026-01-20 13:20:00+00:00,161260,161510,161140
2026-01-20 13:25:00+00:00,160980,161200,160940
2026-01-20 13:30:00+00:00,160510,161000,160380
2026-01-20 13:35:00+00:00,160800,160890,160450
2026-01-20 13:40:00+00:00,160850,161000,160800
2026-01-20 13:45:00+00:00,161200,161220,160860
2026-01-20 13:50:00+00:00,161260,161320,161150
2026-01-20 13:55:00+00:00,161160,161300,161130
2026-01-20 14:00:00+00:00,161230,161410,161150
2026-01-20 14:05:00+00:00,161060,161250,161000
2026-01-20 14:10:00+00:00,161290,161360,161000
2026-01-20 14:15:00+00:00,161340,161350,161230
2026-01-20 14:20:00+00:00,161600,161600,161300
2026-01-20 14:25:00+00:00,161330,161610,161300
2026-01-20 14:30:00+00:00,161910,162000,161350
2026-01-20 14:35:00+00:00,162440,162580,161910
2026-01-20 14:40:00+00:00,162810,162840,162260
2026-01-20 14:45:00+00:00,162750,162820,162490
2026-01-20 14:50:00+00:00,162650,162920,162590
2026-01-20 14:55:00+00:00,162440,162710,162430
2026-01-20 15:00:00+00:00,162370,162540,162160
2026-01-20 15:05:00+00:00,162240,162360,162220
2026-01-20 15:10:00+00:00,162300,162320,162050
2026-01-20 15:15:00+00:00,162300,162420,162240
2026-01-20 15:20:00+00:00,162510,162560,162290
2026-01-20 15:25:00+00:00,162710,162760,162500
2026-01-20 15:30:00+00:00,162920,162970,162650
2026-01-20 15:35:00+00:00,162820,162930,162790
2026-01-20 15:45:00+00:00,162910,163050,162910
2026-01-20 15:50:00+00:00,162870,162960,162820
2026-01-20 15:55:00+00:00,162990,163040,162830
2026-01-20 16:00:00+00:00,162970,163130,162960
2026-01-20 16:05:00+00:00,163070,163100,162940
2026-01-20 16:10:00+00:00,163190,163250,163050
2026-01-20 16:15:00+00:00,163130,163230,163130
2026-01-20 16:20:00+00:00,163200,163250,163090
2026-01-20 16:25:00+00:00,163130,163230,163110
2026-01-20 16:30:00+00:00,163230,163270,163120
2026-01-20 16:35:00+00:00,163240,163250,163170
2026-01-20 16:40:00+00:00,163030,163240,163030
2026-01-20 16:45:00+00:00,163000,163080,162920
2026-01-20 16:50:00+00:00,162980,163050,162940
2026-01-20 16:55:00+00:00,163110,163180,162980
2026-01-20 17:00:00+00:00,163160,163240,163040
2026-01-20 17:05:00+00:00,163220,163260,163150
2026-01-20 17:10:00+00:00,163180,163230,163120
2026-01-20 17:15:00+00:00,163220,163310,163190
2026-01-20 17:20:00+00:00,163070,163270,163060
2026-01-20 17:25:00+00:00,163060,163150,163020
2026-01-20 17:30:00+00:00,162910,163050,162870
2026-01-20 17:35:00+00:00,162940,162980,162860
2026-01-20 17:40:00+00:00,162900,163010,162900
2026-01-20 17:45:00+00:00,162880,162940,162760
2026-01-20 17:50:00+00:00,162870,162940,162790
2026-01-20 17:55:00+00:00,162900,162960,162810
2026-01-20 18:00:00+00:00,162920,162970,162860
2026-01-20 18:05:00+00:00,162730,162990,162710
2026-01-20 18:10:00+00:00,162850,162860,162710
2026-01-20 18:15:00+00:00,162880,162900,162800
2026-01-20 18:20:00+00:00,162910,162910,162790
2026-01-20 18:25:00+00:00,162850,162910,162800
2026-01-20 18:30:00+00:00,162840,162910,162780
2026-01-20 18:35:00+00:00,162950,162950,162820
2026-01-20 18:40:00+00:00,162890,162960,162840
2026-01-20 18:45:00+00:00,162820,162910,162760
2026-01-20 18:50:00+00:00,162590,162810,162560
2026-01-20 18:55:00+00:00,162630,162630,162520
2026-01-20 19:00:00+00:00,162570,162670,162560
2026-01-20 19:05:00+00:00,162650,162660,162530
2026-01-20 19:10:00+00:00,162600,162650,162540
2026-01-20 19:15:00+00:00,162650,162670,162560
2026-01-20 19:20:00+00:00,162610,162700,162590
2026-01-20 19:25:00+00:00,162720,162750,162590
2026-01-20 19:30:00+00:00,162670,162730,162620
2026-01-20 19:35:00+00:00,162740,162740,162660
2026-01-20 19:40:00+00:00,162820,162850,162700
2026-01-20 19:45:00+00:00,162780,162860,162740
2026-01-20 19:50:00+00:00,162860,162900,162750
2026-01-20 19:55:00+00:00,162850,162900,162820
2026-01-21 13:05:00+00:00,165140,165230,164930
2026-01-21 13:10:00+00:00,165310,165790,165160
2026-01-21 13:15:00+00:00,165430,165570,165290
2026-01-21 13:20:00+00:00,165530,165590,165320
2026-01-21 13:25:00+00:00,165550,165630,165460
2026-01-21 13:30:00+00:00,165420,165590,165120
2026-01-21 13:35:00+00:00,165540,165580,165360
2026-01-21 13:40:00+00:00,165390,165540,165160
2026-01-21 13:45:00+00:00,165350,165420,165350
2026-01-21 13:50:00+00:00,165480,165510,165240
2026-01-21 13:55:00+00:00,165680,165750,165460
2026-01-21 14:00:00+00:00,165850,165940,165560
2026-01-21 14:05:00+00:00,165860,166070,165840
2026-01-21 14:10:00+00:00,165770,166000,165740
2026-01-21 14:15:00+00:00,165680,165870,165670
2026-01-21 14:20:00+00:00,165650,165810,165620
2026-01-21 14:25:00+00:00,165770,165780,165620
2026-01-21 14:30:00+00:00,166050,166050,165740
2026-01-21 14:35:00+00:00,166300,166370,166030
2026-01-21 14:40:00+00:00,166440,166500,166280
2026-01-21 14:45:00+00:00,166630,166670,166430
2026-01-21 14:50:00+00:00,166370,166660,166300
2026-01-21 14:55:00+00:00,166400,166480,166320
2026-01-21 15:00:00+00:00,166440,166550,166350
2026-01-21 15:05:00+00:00,166470,166540,166350
2026-01-21 15:10:00+00:00,166480,166540,166390
2026-01-21 15:15:00+00:00,166540,166600,166440
2026-01-21 15:20:00+00:00,166360,166560,166320
2026-01-21 15:25:00+00:00,166300,166360,166190
2026-01-21 15:30:00+00:00,166300,166330,166150
2026-01-21 15:35:00+00:00,166170,166310,166170
2026-01-21 15:40:00+00:00,166220,166270,166150
2026-01-21 15:45:00+00:00,166280,166350,166180
2026-01-21 15:50:00+00:00,166410,166500,166280
2026-01-21 15:55:00+00:00,166560,166610,166390
2026-01-21 16:00:00+00:00,166620,166740,166520
2026-01-21 16:05:00+00:00,166700,166770,166640
2026-01-21 16:10:00+00:00,166750,166860,166700
2026-01-21 16:15:00+00:00,166660,166770,166600
2026-01-21 16:20:00+00:00,166680,166710,166600
2026-01-21 16:25:00+00:00,166840,166890,166660
2026-01-21 16:30:00+00:00,166890,166950,166830
2026-01-21 16:35:00+00:00,166800,166940,166740
2026-01-21 16:40:00+00:00,166730,166820,166700
2026-01-21 16:45:00+00:00,166860,166880,166740
2026-01-21 16:50:00+00:00,166830,166870,166770
2026-01-21 16:55:00+00:00,166820,166860,166700
2026-01-21 17:00:00+00:00,166850,166880,166770
2026-01-21 17:05:00+00:00,166850,166900,166800
2026-01-21 17:10:00+00:00,166790,166870,166730
2026-01-21 17:15:00+00:00,166760,166800,166700
2026-01-21 17:20:00+00:00,166650,166760,166650
2026-01-21 17:25:00+00:00,166670,166710,166640
2026-01-21 17:30:00+00:00,166570,166670,166480
2026-01-21 17:35:00+00:00,166700,166740,166530
2026-01-21 17:40:00+00:00,166700,166740,166660
2026-01-21 17:45:00+00:00,166760,166820,166670
2026-01-21 17:50:00+00:00,166860,166890,166730
2026-01-21 17:55:00+00:00,166780,166870,166730
2026-01-21 18:00:00+00:00,166730,166870,166700
2026-01-21 18:05:00+00:00,166800,166830,166720
2026-01-21 18:10:00+00:00,166950,166970,166790
2026-01-21 18:15:00+00:00,167040,167080,166930
2026-01-21 18:20:00+00:00,167050,167060,166970
2026-01-21 18:30:00+00:00,167220,167270,167200
2026-01-21 18:35:00+00:00,167220,167280,167180
2026-01-21 18:40:00+00:00,167510,167550,167220
2026-01-21 18:45:00+00:00,167620,167680,167420
2026-01-21 18:50:00+00:00,167540,167690,167540
2026-01-21 18:55:00+00:00,167620,167640,167540
2026-01-21 19:00:00+00:00,167580,167640,167480
2026-01-21 19:05:00+00:00,167520,167610,167480
2026-01-21 19:10:00+00:00,167550,167600,167520
2026-01-21 19:15:00+00:00,167510,167550,167440
2026-01-21 19:20:00+00:00,167540,167590,167490
2026-01-21 19:25:00+00:00,167880,167990,167480
2026-01-21 19:30:00+00:00,168030,168120,167860
2026-01-21 19:35:00+00:00,167820,168040,167800
2026-01-21 19:40:00+00:00,167840,167890,167790
2026-01-21 19:45:00+00:00,168020,168020,167810
2026-01-21 19:50:00+00:00,168040,168180,168010
2026-01-21 19:55:00+00:00,168330,168400,168040
2026-01-22 13:05:00+00:00,169430,169800,169290
2026-01-22 13:10:00+00:00,169460,169590,169410
2026-01-22 13:15:00+00:00,170000,170000,169420
2026-01-22 13:20:00+00:00,169820,170000,169670
2026-01-22 13:25:00+00:00,169830,169970,169800
2026-01-22 13:30:00+00:00,169630,169860,169510
2026-01-22 13:35:00+00:00,169840,169840,169560
2026-01-22 13:40:00+00:00,169900,169950,169790
2026-01-22 13:45:00+00:00,169870,169970,169690
2026-01-22 13:50:00+00:00,169800,169910,169680
2026-01-22 13:55:00+00:00,169830,169910,169760
2026-01-22 14:00:00+00:00,170240,170280,169800
2026-01-22 14:05:00+00:00,170380,170450,170220
2026-01-22 14:10:00+00:00,170640,170690,170380
2026-01-22 14:15:00+00:00,171110,171130,170630
2026-01-22 14:20:00+00:00,171520,171520,171090
2026-01-22 14:25:00+00:00,171590,172000,171380
2026-01-22 14:30:00+00:00,171780,171860,171590
2026-01-22 14:35:00+00:00,171250,171800,171200
2026-01-22 14:40:00+00:00,171200,171470,171130
2026-01-22 14:45:00+00:00,171560,171720,171200
2026-01-22 14:50:00+00:00,171690,171850,171400
2026-01-22 14:55:00+00:00,171620,171850,171600
2026-01-22 15:00:00+00:00,171600,171790,171490
2026-01-22 15:05:00+00:00,171660,171690,171410
2026-01-22 15:10:00+00:00,171520,171660,171450
2026-01-22 15:15:00+00:00,172000,172050,171480
2026-01-22 15:20:00+00:00,172390,172440,172000
2026-01-22 15:25:00+00:00,173030,173290,172350
2026-01-22 15:30:00+00:00,173650,173840,172930
2026-01-22 15:35:00+00:00,174070,174730,173300
2026-01-22 15:40:00+00:00,173760,174130,172650
2026-01-22 15:45:00+00:00,173440,174050,173380
2026-01-22 15:50:00+00:00,173580,173900,173350
2026-01-22 15:55:00+00:00,173550,173750,173490
2026-01-22 16:00:00+00:00,173410,173690,173290
2026-01-22 16:05:00+00:00,173430,173660,173300
2026-01-22 16:10:00+00:00,173300,173470,173170
2026-01-22 16:15:00+00:00,173650,173810,173260
2026-01-22 16:20:00+00:00,173670,173920,173530
2026-01-22 16:25:00+00:00,173560,173780,173500
